Date,Open,High,Low,Close,Adj Close,Volume
2022-11-03,27.450001,27.879999,27.170000,27.389999,27.025000,39678200
2022-11-04,27.570000,28.240000,27.410000,28.200001,28.200001,43051900
2022-11-07,28.360001,28.469999,27.889999,28.410000,28.410000,34389800
2022-11-08,28.760000,28.950001,27.930000,28.480000,28.480000,36258000
2022-11-09,28.219999,28.299999,27.520000,27.520000,27.520000,30544800
2022-11-10,28.879999,29.830000,28.650000,29.760000,29.760000,62943900
2022-11-11,28.930000,30.629999,28.870001,30.430000,30.430000,49826500
2022-11-14,30.340000,30.990000,30.180000,30.350000,30.350000,39395300
2022-11-15,31.100000,31.340000,30.170000,30.709999,30.709999,40933200
2022-11-16,30.110001,30.230000,29.440001,29.530001,29.530001,35582800
2022-11-17,29.070000,29.950001,29.000000,29.889999,29.889999,31983300
2022-11-18,30.260000,30.260000,29.610001,29.870001,29.870001,27122200
2022-11-21,29.660000,29.719999,28.910000,28.940001,28.940001,36086800
2022-11-22,29.139999,29.860001,29.059999,29.820000,29.820000,25584100
2022-11-23,29.730000,30.080000,29.490000,29.670000,29.670000,23143900
2022-11-25,29.680000,29.680000,29.340000,29.340000,29.340000,11314900
2022-11-28,29.100000,29.190001,28.540001,28.730000,28.730000,28267900
2022-11-29,28.850000,29.180000,28.740000,28.900000,28.900000,24361500
2022-11-30,28.770000,30.080000,28.219999,30.070000,30.070000,72072500
2022-12-01,30.240000,30.480000,29.520000,29.830000,29.830000,38896300
2022-12-02,29.170000,29.430000,28.709999,29.410000,29.410000,31546000
2022-12-05,29.420000,29.750000,28.889999,29.170000,29.170000,34040400
2022-12-06,29.190001,29.309999,28.340000,28.600000,28.600000,27701200
2022-12-07,28.280001,28.549999,28.150000,28.330000,28.330000,28239900
2022-12-08,28.320000,28.600000,28.070000,28.440001,28.440001,28486100
2022-12-09,28.389999,28.780001,28.190001,28.240000,28.240000,25641300
2022-12-12,28.129999,28.709999,27.860001,28.690001,28.690001,35117900
2022-12-13,29.790001,30.090000,28.370001,28.730000,28.730000,58546800
2022-12-14,28.510000,29.120001,28.010000,28.260000,28.260000,37141100
2022-12-15,27.940001,28.000000,27.120001,27.150000,27.150000,45682700
2022-12-16,27.000000,27.139999,26.450001,26.920000,26.920000,81104200
2022-12-19,26.900000,26.969999,26.500000,26.790001,26.790001,37662500
2022-12-20,26.540001,26.870001,26.420000,26.440001,26.440001,31863300
2022-12-21,26.590000,26.969999,26.580000,26.830000,26.830000,28100900
2022-12-22,26.450001,26.450001,25.350000,25.969999,25.969999,47478300
2022-12-23,25.920000,26.190001,25.680000,26.090000,26.090000,23600900
2022-12-27,25.850000,26.100000,25.650000,25.940001,25.940001,29548100
2022-12-28,25.840000,26.120001,25.500000,25.540001,25.540001,26176900
2022-12-29,25.770000,26.290001,25.750000,26.209999,26.209999,30944800
2022-12-30,25.900000,26.459999,25.799999,26.430000,26.430000,30997900
